timestamp,value
2025-03-14,48.0
2025-03-15,47.9984259372759
2025-03-16,48.1315796823583
2025-03-17,48.00529391704069
2025-03-18,47.60206220231883
2025-03-19,47.39647980045042
2025-03-20,46.95363610750809
2025-03-21,46.97816485842261
2025-03-22,47.573008196014506
2025-03-23,47.35080280246474
2025-03-24,47.07271365677199
2025-03-25,47.28836265467798
2025-03-26,47.44552954267549
2025-03-27,47.4905667749636
2025-03-28,47.07396967102924
2025-03-29,47.05890919055019
2025-03-30,47.36609655402458
2025-03-31,46.76792635702739
2025-04-01,46.56465437385655
2025-04-02,45.73595552736954
2025-04-03,45.181640910707195
2025-04-04,44.40243450026648
2025-04-05,44.30222819601205
2025-04-06,43.774400258994405
2025-04-07,43.88447208948646
2025-04-08,43.94738020573077
2025-04-09,43.868101382130426
2025-04-10,42.83823616381443
2025-04-11,42.619475622856875
2025-04-12,42.598114063913926
2025-04-13,42.64172156021693
2025-04-14,42.02952703086894
2025-04-15,41.83891123760559
2025-04-16,41.45312076090572
2025-04-17,41.13659930404507
2025-04-18,41.547993571557775
2025-04-19,41.23125369756024
2025-04-20,41.21679267923267
2025-04-21,41.559817446660624
2025-04-22,41.33009480748808
2025-04-23,41.28478888958888
2025-04-24,41.32594426435587
2025-04-25,41.34895040325342
2025-04-26,40.8726293868025
2025-04-27,40.900145170591344
2025-04-28,41.42528988946403
2025-04-29,40.824016666305766
2025-04-30,41.15407518590441
2025-05-01,41.198550786992826
2025-05-02,40.948492646152665
2025-05-03,41.725723211226516
2025-05-04,42.024599452323194
2025-05-05,41.55058112999948
2025-05-06,41.577917138469076
2025-05-07,41.80258421627763
2025-05-08,41.72644673163492
2025-05-09,41.99392171240994
2025-05-10,41.96574966783334
2025-05-11,42.22852658004072
2025-05-12,42.80285572429057
2025-05-13,42.529357373197534
2025-05-14,42.608940944260326
2025-05-15,42.421470601005424
2025-05-16,42.4704826420401
2025-05-17,41.99622010378892
2025-05-18,41.7657768062753
2025-05-19,41.68679441464509
2025-05-20,42.039423617978215
2025-05-21,42.49359296265156
2025-05-22,41.96513427525129
2025-05-23,41.65027315053707
2025-05-24,41.90304211007165
2025-05-25,41.121956553546774
2025-05-26,40.94108174732996
2025-05-27,40.901756878656194
2025-05-28,41.38720457470145
2025-05-29,41.6550533483148
2025-05-30,41.52499032917507
2025-05-31,41.37920471730961
2025-06-01,41.279946325435624
2025-06-02,41.87489859725995
2025-06-03,41.704518995227225
2025-06-04,41.583520382096395
2025-06-05,41.72003731328864
2025-06-06,41.67074344062231
2025-06-07,41.59151431888508
2025-06-08,41.15541256698345
2025-06-09,41.149118962615795
2025-06-10,40.97568633246735
2025-06-11,41.42652251240496
2025-06-12,41.680362355999556
2025-06-13,41.66903284927423
2025-06-14,41.930399584982325
2025-06-15,41.79449289869858
2025-06-16,42.20897787868056
2025-06-17,42.20495740216226
2025-06-18,42.43568847898376
2025-06-19,41.92083734882389
2025-06-20,42.056120239030896
2025-06-21,41.39064559095733
2025-06-22,40.60269332035533
2025-06-23,40.48458766146121
2025-06-24,40.14099699742581
2025-06-25,40.20130437918209
2025-06-26,41.058764725443396
2025-06-27,40.736469770175916
2025-06-28,40.49590285092754
2025-06-29,40.572547232740526
2025-06-30,40.759635548674375
2025-07-01,40.69014194946796
2025-07-02,40.60946906038639
2025-07-03,40.877313639588124
2025-07-04,41.07621422121965
2025-07-05,40.67631284909058
2025-07-06,40.6441749656559
2025-07-07,40.65588526737904
2025-07-08,40.252183723332124
2025-07-09,40.34905526159987
2025-07-10,40.02243805780502
2025-07-11,40.38887267407016
2025-07-12,40.460488907765416
2025-07-13,40.492749951962395
2025-07-14,40.26610750115917
2025-07-15,40.21935022390083
2025-07-16,39.46766848964788
2025-07-17,39.04745614670045
2025-07-18,39.17943099897376
2025-07-19,38.39982620676514
2025-07-20,38.70562672639838
2025-07-21,38.07239669476181
2025-07-22,38.3431099915224
2025-07-23,38.03719535609526
2025-07-24,38.31569061142911
2025-07-25,38.36129003623716
2025-07-26,37.80816197199046
2025-07-27,38.254057727742115
2025-07-28,38.775495496072764
2025-07-29,38.74974265646983
2025-07-30,38.64815327466392
2025-07-31,38.588272231166755
2025-08-01,38.2336681860897
2025-08-02,38.62974550506157
2025-08-03,38.43095589146626
2025-08-04,38.410720377218404
2025-08-05,38.12301118345585
2025-08-06,37.89711754017287
2025-08-07,37.441975584219456
2025-08-08,37.88637982204184
2025-08-09,37.82973888486836
2025-08-10,38.17388753225942
2025-08-11,38.176985692969666
2025-08-12,37.92634799066336
2025-08-13,37.808115554381544
2025-08-14,37.60740991598885
2025-08-15,37.60856087569437
2025-08-16,37.47416260243468
2025-08-17,37.366760892444184
2025-08-18,36.88292688979416
2025-08-19,36.60198852489594
2025-08-20,37.175208683629364
2025-08-21,36.939210827102926
2025-08-22,36.57254948915251
2025-08-23,36.687339602527565
2025-08-24,37.175358684928064
2025-08-25,36.6679280325082
2025-08-26,36.594336135275
2025-08-27,36.375451172452514
2025-08-28,35.775312846544445
2025-08-29,36.022289320585344
2025-08-30,36.012735189198686
2025-08-31,36.03538405888662
2025-09-01,35.77928025044072
2025-09-02,35.93132173114834
2025-09-03,35.7476289104119
2025-09-04,35.697946922263625
2025-09-05,35.32557375400228
2025-09-06,34.921584882636424
2025-09-07,35.362205914538904
2025-09-08,35.19209499992749
2025-09-09,35.28737335160457
