timestamp,value
2025-03-14,100.0
2025-03-15,100.05646407809441
2025-03-16,102.78758506211193
2025-03-17,105.31004379192117
2025-03-18,104.23449466444882
2025-03-19,103.60658140379911
2025-03-20,102.5136037534483
2025-03-21,103.66989995124453
2025-03-22,103.54238730229658
2025-03-23,105.07990785807812
2025-03-24,101.27726764331595
2025-03-25,104.47054747364815
2025-03-26,104.2583055137174
2025-03-27,105.66658495370541
2025-03-28,105.36776729381513
2025-03-29,104.56415933187543
2025-03-30,105.51958157361686
2025-03-31,107.251934031196
2025-04-01,106.80840617329022
2025-04-02,106.47200457184482
2025-04-03,107.92160527186563
2025-04-04,106.05717120560273
2025-04-05,102.89833173564442
2025-04-06,103.69791885307123
2025-04-07,102.3121876589438
2025-04-08,98.46659977613234
2025-04-09,96.87390355947208
2025-04-10,95.96600235732399
2025-04-11,93.70442776185945
2025-04-12,90.95315165109152
2025-04-13,91.00893339435744
2025-04-14,92.63698240983301
2025-04-15,92.19775685119825
2025-04-16,90.8336651579152
2025-04-17,91.52131820098735
2025-04-18,92.82557671162051
2025-04-19,92.26264557906923
2025-04-20,93.25682429513232
2025-04-21,95.20043671802948
2025-04-22,94.79839954067874
2025-04-23,93.26603467371098
2025-04-24,93.9023290318234
2025-04-25,94.35490753145729
2025-04-26,96.42863238270591
2025-04-27,93.98517957188372
2025-04-28,92.7457553419665
2025-04-29,91.20184136088605
2025-04-30,88.09975274382595
2025-05-01,88.31137372313744
2025-05-02,89.23303994380144
2025-05-03,87.92121621720894
2025-05-04,90.36763634043366
2025-05-05,91.8465037788204
2025-05-06,92.9890474271454
2025-05-07,93.72416917047752
2025-05-08,95.51170958822969
2025-05-09,93.00376839875861
2025-05-10,94.1355273448855
2025-05-11,95.25992467921724
2025-05-12,91.95813995021115
2025-05-13,92.58436872169777
2025-05-14,92.11371061248381
2025-05-15,93.54594949099842
2025-05-16,92.72184920009695
2025-05-17,92.6774989805661
2025-05-18,93.3008717473194
2025-05-19,91.67822521512255
2025-05-20,92.76555816890482
2025-05-21,92.56138858540827
2025-05-22,93.46172567630002
2025-05-23,92.48597210341336
2025-05-24,94.4949156870349
2025-05-25,95.62821836775089
2025-05-26,95.27918717659863
2025-05-27,96.47322169573849
2025-05-28,98.90962214585345
2025-05-29,102.48511673302542
2025-05-30,99.31567001380725
2025-05-31,101.06393485950106
2025-06-01,101.9913475654143
2025-06-02,101.78934822436057
2025-06-03,99.75998714606816
2025-06-04,102.27417269047936
2025-06-05,99.72789747131458
2025-06-06,100.84719421935503
2025-06-07,103.48070008140488
2025-06-08,100.22843287630123
2025-06-09,99.61563999856776
2025-06-10,97.04386556886658
2025-06-11,97.504813403646
2025-06-12,100.4748266565221
2025-06-13,104.58920553689929
2025-06-14,100.94318584020603
2025-06-15,99.7838580521063
2025-06-16,101.17830935728328
2025-06-17,104.39509351088215
2025-06-18,105.26121119265474
2025-06-19,103.69857001327935
2025-06-20,104.30118122260332
2025-06-21,104.25465511100481
2025-06-22,103.82102169760252
2025-06-23,102.30352652104708
2025-06-24,103.08265756726513
2025-06-25,103.70385716447258
2025-06-26,103.50027079528748
2025-06-27,103.03298867460158
2025-06-28,100.42151410217065
2025-06-29,99.44361147842284
2025-06-30,101.8469874370872
2025-07-01,101.4499651606485
2025-07-02,98.57467371853888
2025-07-03,101.21439261940908
2025-07-04,102.27572849221318
2025-07-05,106.64300465226658
2025-07-06,106.7633399346924
2025-07-07,105.77582567452296
2025-07-08,102.76168557692294
2025-07-09,105.49127502066719
2025-07-10,111.0100231686374
2025-07-11,109.19949013238838
2025-07-12,107.79056527555379
2025-07-13,109.06377226507651
2025-07-14,107.26490259517449
2025-07-15,106.67687953970358
2025-07-16,105.92491793796691
2025-07-17,106.31782834619796
2025-07-18,108.6458413548453
2025-07-19,108.68097335638154
2025-07-20,110.67282721097413
2025-07-21,109.73968858740102
2025-07-22,110.44475333168322
2025-07-23,105.8338349646525
2025-07-24,102.81333143792294
2025-07-25,104.44182480950373
2025-07-26,103.21110601236312
2025-07-27,104.39642361393089
2025-07-28,105.5164735613529
2025-07-29,108.31587669581226
2025-07-30,110.06642985471616
2025-07-31,112.30254721380287
2025-08-01,112.0404282104952
2025-08-02,110.48228458126312
2025-08-03,108.873731841283
2025-08-04,107.80951540339105
2025-08-05,105.40160702358409
2025-08-06,104.2480915361884
2025-08-07,104.04429572916573
2025-08-08,104.5542109290966
2025-08-09,103.83981906904097
2025-08-10,99.93016900527985
2025-08-11,99.77506474278627
2025-08-12,100.21168871243162
2025-08-13,102.38493238227662
2025-08-14,103.55653718312234
2025-08-15,102.22759057976462
2025-08-16,100.75481555091109
2025-08-17,104.85363069566266
2025-08-18,106.43126516243572
2025-08-19,110.36701374165922
2025-08-20,115.12869252906285
2025-08-21,113.25740837747986
2025-08-22,114.11544487879438
2025-08-23,115.14681722305079
2025-08-24,116.42218586434632
2025-08-25,117.67022343086172
2025-08-26,118.13041990933502
2025-08-27,118.52656359490148
2025-08-28,115.02351626104982
2025-08-29,114.63247403411737
2025-08-30,112.92741631684837
2025-08-31,113.19789301675067
2025-09-01,112.13711797547649
2025-09-02,113.51207499523642
2025-09-03,115.36316484160021
2025-09-04,116.06024572770517
2025-09-05,116.77890175756589
2025-09-06,116.9814671357811
2025-09-07,115.93076463673229
2025-09-08,115.53870612785937
2025-09-09,114.39204286154869
